Entity,Code,Date,Daily new confirmed cases of COVID-19 per million people (cases)
Dominican Republic,DOM,"Apr 30, 2020",21.755
Dominican Republic,DOM,"May 1, 2020",29.499
Dominican Republic,DOM,"May 2, 2020",29.13
Dominican Republic,DOM,"May 3, 2020",26.733
Ecuador,ECU,"Mar 1, 2020",0.057
Ecuador,ECU,"Mar 2, 2020",0.283
Ecuador,ECU,"Mar 3, 2020",0.057
Ecuador,ECU,"Mar 5, 2020",0.17
Ecuador,ECU,"Mar 6, 2020",0.17
Ecuador,ECU,"Mar 9, 2020",0.057
Ecuador,ECU,"Mar 10, 2020",0.057
Ecuador,ECU,"Mar 11, 2020",0.113
Ecuador,ECU,"Mar 14, 2020",0.34
Ecuador,ECU,"Mar 15, 2020",0.283
Ecuador,ECU,"Mar 16, 2020",0.51
Ecuador,ECU,"Mar 17, 2020",1.19
Ecuador,ECU,"Mar 18, 2020",3.004
Ecuador,ECU,"Mar 19, 2020",3.231
Ecuador,ECU,"Mar 20, 2020",1.757
Ecuador,ECU,"Mar 21, 2020",12.866
Ecuador,ECU,"Mar 22, 2020",6.008
Ecuador,ECU,"Mar 23, 2020",14.567
Ecuador,ECU,"Mar 24, 2020",10.882
Ecuador,ECU,"Mar 25, 2020",5.725
Ecuador,ECU,"Mar 26, 2020",7.312
Ecuador,ECU,"Mar 27, 2020",10.882
Ecuador,ECU,"Mar 28, 2020",12.696
Ecuador,ECU,"Mar 29, 2020",11.789
Ecuador,ECU,"Mar 30, 2020",3.117
Ecuador,ECU,"Mar 31, 2020",4.308
Ecuador,ECU,"Apr 1, 2020",19.044
Ecuador,ECU,"Apr 2, 2020",25.846
Ecuador,ECU,"Apr 3, 2020",22.955
Ecuador,ECU,"Apr 4, 2020",11.619
Ecuador,ECU,"Apr 5, 2020",5.498
Ecuador,ECU,"Apr 6, 2020",10.259
Ecuador,ECU,"Apr 7, 2020",5.725
Ecuador,ECU,"Apr 8, 2020",14.057
Ecuador,ECU,"Apr 9, 2020",25.789
Ecuador,ECU,"Apr 10, 2020",29.19
Ecuador,ECU,"Apr 11, 2020",124.468
Ecuador,ECU,"Apr 12, 2020",5.441
Ecuador,ECU,"Apr 13, 2020",11.846
Ecuador,ECU,"Apr 14, 2020",3.571
Ecuador,ECU,"Apr 15, 2020",4.194
Ecuador,ECU,"Apr 16, 2020",14.453
Ecuador,ECU,"Apr 17, 2020",20.801
Ecuador,ECU,"Apr 18, 2020",12.753
Ecuador,ECU,"Apr 19, 2020",32.421
Ecuador,ECU,"Apr 20, 2020",25.279
Ecuador,ECU,"Apr 21, 2020",37.408
Ecuador,ECU,"Apr 22, 2020",15.303
Ecuador,ECU,"Apr 23, 2020",25.619
Ecuador,ECU,"Apr 24, 2020",18.874
Ecuador,ECU,"Apr 27, 2020",653.855
Ecuador,ECU,"Apr 28, 2020",29.53
Ecuador,ECU,"Apr 29, 2020",57.7
Ecuador,ECU,"Apr 30, 2020",23.635
Ecuador,ECU,"May 1, 2020",14.68
Ecuador,ECU,"May 2, 2020",79.465
Ecuador,ECU,"May 3, 2020",63.934
Egypt,EGY,"Feb 15, 2020",0.01
Egypt,EGY,"Mar 2, 2020",0.01
Egypt,EGY,"Mar 6, 2020",0.01
Egypt,EGY,"Mar 7, 2020",0.117
Egypt,EGY,"Mar 9, 2020",0.332
Egypt,EGY,"Mar 10, 2020",0.059
Egypt,EGY,"Mar 11, 2020",0.039
Egypt,EGY,"Mar 12, 2020",0.01
Egypt,EGY,"Mar 13, 2020",0.195
Egypt,EGY,"Mar 14, 2020",0.127
Egypt,EGY,"Mar 16, 2020",0.166
Egypt,EGY,"Mar 17, 2020",0.156
Egypt,EGY,"Mar 18, 2020",0.391
Egypt,EGY,"Mar 19, 2020",0.293
Egypt,EGY,"Mar 20, 2020",0.137
Egypt,EGY,"Mar 21, 2020",0.45
Egypt,EGY,"Mar 22, 2020",0.283
Egypt,EGY,"Mar 23, 2020",0.088
Egypt,EGY,"Mar 24, 2020",0.322
Egypt,EGY,"Mar 25, 2020",0.381
Egypt,EGY,"Mar 26, 2020",0.743
Egypt,EGY,"Mar 27, 2020",0.137
Egypt,EGY,"Mar 28, 2020",0.381
Egypt,EGY,"Mar 29, 2020",0.401
Egypt,EGY,"Mar 30, 2020",0.391
Egypt,EGY,"Mar 31, 2020",0.322
Egypt,EGY,"Apr 1, 2020",0.459
Egypt,EGY,"Apr 2, 2020",0.528
Egypt,EGY,"Apr 3, 2020",0.674
Egypt,EGY,"Apr 5, 2020",2.013
Egypt,EGY,"Apr 6, 2020",0.831
Egypt,EGY,"Apr 7, 2020",0.029
Egypt,EGY,"Apr 8, 2020",2.433
Egypt,EGY,"Apr 9, 2020",2.326
Egypt,EGY,"Apr 10, 2020",1.358
Egypt,EGY,"Apr 11, 2020",0.928
Egypt,EGY,"Apr 12, 2020",1.417
Egypt,EGY,"Apr 13, 2020",1.231
Egypt,EGY,"Apr 14, 2020",1.221
Egypt,EGY,"Apr 15, 2020",1.564
Egypt,EGY,"Apr 16, 2020",1.515
Egypt,EGY,"Apr 17, 2020",1.642
Egypt,EGY,"Apr 18, 2020",1.671
Egypt,EGY,"Apr 19, 2020",1.837
Egypt,EGY,"Apr 20, 2020",1.094
Egypt,EGY,"Apr 21, 2020",1.847
Egypt,EGY,"Apr 22, 2020",1.534
Egypt,EGY,"Apr 24, 2020",1.651
Egypt,EGY,"Apr 25, 2020",4.231
Egypt,EGY,"Apr 26, 2020",2.218
Egypt,EGY,"Apr 28, 2020",4.524
Egypt,EGY,"Apr 29, 2020",2.541
Egypt,EGY,"Apr 30, 2020",2.208
Egypt,EGY,"May 1, 2020",2.629
Egypt,EGY,"May 2, 2020",3.498
Egypt,EGY,"May 3, 2020",2.912
El Salvador,SLV,"Mar 19, 2020",0.154
El Salvador,SLV,"Mar 21, 2020",0.308
El Salvador,SLV,"Mar 24, 2020",0.308
El Salvador,SLV,"Mar 25, 2020",0.617
El Salvador,SLV,"Mar 26, 2020",0.617
El Salvador,SLV,"Mar 29, 2020",0.925
El Salvador,SLV,"Mar 30, 2020",1.696
El Salvador,SLV,"Mar 31, 2020",0.308
El Salvador,SLV,"Apr 2, 2020",1.388
El Salvador,SLV,"Apr 3, 2020",0.771
El Salvador,SLV,"Apr 4, 2020",1.542
El Salvador,SLV,"Apr 5, 2020",0.925
El Salvador,SLV,"Apr 6, 2020",1.079
El Salvador,SLV,"Apr 7, 2020",1.388
El Salvador,SLV,"Apr 9, 2020",3.854
El Salvador,SLV,"Apr 10, 2020",2.158
El Salvador,SLV,"Apr 11, 2020",0.154
El Salvador,SLV,"Apr 13, 2020",1.079
El Salvador,SLV,"Apr 14, 2020",3.7
El Salvador,SLV,"Apr 15, 2020",1.542
El Salvador,SLV,"Apr 17, 2020",0.771
El Salvador,SLV,"Apr 18, 2020",2.004
El Salvador,SLV,"Apr 19, 2020",2.004
El Salvador,SLV,"Apr 20, 2020",1.696
El Salvador,SLV,"Apr 21, 2020",2.621
El Salvador,SLV,"Apr 22, 2020",1.079
El Salvador,SLV,"Apr 23, 2020",1.85
El Salvador,SLV,"Apr 24, 2020",2.004
El Salvador,SLV,"Apr 25, 2020",1.696
El Salvador,SLV,"Apr 26, 2020",5.704
El Salvador,SLV,"Apr 28, 2020",3.854
El Salvador,SLV,"Apr 29, 2020",3.392
El Salvador,SLV,"Apr 30, 2020",4.934
El Salvador,SLV,"May 1, 2020",7.246
El Salvador,SLV,"May 2, 2020",3.392
Equatorial Guinea,GNQ,"Mar 15, 2020",0.713
Equatorial Guinea,GNQ,"Mar 19, 2020",1.426
Equatorial Guinea,GNQ,"Mar 20, 2020",0.713
Equatorial Guinea,GNQ,"Mar 22, 2020",1.426
Equatorial Guinea,GNQ,"Mar 24, 2020",2.138
Equatorial Guinea,GNQ,"Mar 26, 2020",1.426
Equatorial Guinea,GNQ,"Mar 27, 2020",0.713
Equatorial Guinea,GNQ,"Mar 28, 2020",0.713
Equatorial Guinea,GNQ,"Mar 30, 2020",0.713
Equatorial Guinea,GNQ,"Apr 1, 2020",0.713
Equatorial Guinea,GNQ,"Apr 4, 2020",0.713
Equatorial Guinea,GNQ,"Apr 9, 2020",1.426
Equatorial Guinea,GNQ,"Apr 13, 2020",2.138
Equatorial Guinea,GNQ,"Apr 15, 2020",14.255
Equatorial Guinea,GNQ,"Apr 16, 2020",7.128
Equatorial Guinea,GNQ,"Apr 18, 2020",19.957
Equatorial Guinea,GNQ,"Apr 23, 2020",2.851
Equatorial Guinea,GNQ,"Apr 24, 2020",0.713
Equatorial Guinea,GNQ,"Apr 25, 2020",91.234
Equatorial Guinea,GNQ,"Apr 26, 2020",1.426
Equatorial Guinea,GNQ,"Apr 27, 2020",31.362
Equatorial Guinea,GNQ,"Apr 29, 2020",40.628
Eritrea,ERI,"Mar 22, 2020",0.282
Eritrea,ERI,"Mar 26, 2020",0.846
Eritrea,ERI,"Mar 27, 2020",0.564
Eritrea,ERI,"Mar 30, 2020",1.692
Eritrea,ERI,"Apr 1, 2020",0.846
Eritrea,ERI,"Apr 2, 2020",0.846
Eritrea,ERI,"Apr 3, 2020",1.128
Eritrea,ERI,"Apr 5, 2020",1.974
Eritrea,ERI,"Apr 7, 2020",0.564
Eritrea,ERI,"Apr 9, 2020",0.564
Eritrea,ERI,"Apr 11, 2020",0.282
Eritrea,ERI,"Apr 15, 2020",0.282
Eritrea,ERI,"Apr 20, 2020",1.128
Estonia,EST,"Feb 28, 2020",0.754
Estonia,EST,"Mar 4, 2020",0.754
Estonia,EST,"Mar 6, 2020",2.262
Estonia,EST,"Mar 7, 2020",3.769
Estonia,EST,"Mar 11, 2020",2.262
Estonia,EST,"Mar 12, 2020",2.262
Estonia,EST,"Mar 13, 2020",8.292
Estonia,EST,"Mar 14, 2020",39.2
Estonia,EST,"Mar 15, 2020",27.138
Estonia,EST,"Mar 16, 2020",42.215
Estonia,EST,"Mar 17, 2020",25.631
Estonia,EST,"Mar 18, 2020",15.077
Estonia,EST,"Mar 19, 2020",24.877
Estonia,EST,"Mar 20, 2020",6.785
Estonia,EST,"Mar 21, 2020",12.061
Estonia,EST,"Mar 22, 2020",17.338
Estonia,EST,"Mar 23, 2020",15.077
Estonia,EST,"Mar 24, 2020",19.6
Estonia,EST,"Mar 25, 2020",12.815
Estonia,EST,"Mar 26, 2020",26.384
Estonia,EST,"Mar 27, 2020",101.015
Estonia,EST,"Mar 28, 2020",27.892
Estonia,EST,"Mar 29, 2020",49
Estonia,EST,"Mar 30, 2020",29.4
Estonia,EST,"Mar 31, 2020",27.138
Estonia,EST,"Apr 1, 2020",22.615
Estonia,EST,"Apr 2, 2020",25.631
Estonia,EST,"Apr 3, 2020",59.553
Estonia,EST,"Apr 4, 2020",77.646
Estonia,EST,"Apr 5, 2020",42.969
Estonia,EST,"Apr 6, 2020",59.553
Estonia,EST,"Apr 7, 2020",8.292
Estonia,EST,"Apr 8, 2020",30.907
Estonia,EST,"Apr 9, 2020",27.138
Estonia,EST,"Apr 10, 2020",16.585
Estonia,EST,"Apr 11, 2020",38.446
Estonia,EST,"Apr 12, 2020",34.677
Estonia,EST,"Apr 13, 2020",3.769
Estonia,EST,"Apr 14, 2020",17.338
Estonia,EST,"Apr 15, 2020",30.907
Estonia,EST,"Apr 16, 2020",21.861
Estonia,EST,"Apr 17, 2020",24.123
Estonia,EST,"Apr 18, 2020",18.846
Estonia,EST,"Apr 19, 2020",39.954
Estonia,EST,"Apr 20, 2020",12.061
Estonia,EST,"Apr 21, 2020",5.277
Estonia,EST,"Apr 22, 2020",12.815
Estonia,EST,"Apr 23, 2020",5.277
Estonia,EST,"Apr 24, 2020",24.877
Estonia,EST,"Apr 25, 2020",9.8
Estonia,EST,"Apr 26, 2020",22.615
Estonia,EST,"Apr 27, 2020",6.031
Estonia,EST,"Apr 28, 2020",3.015
Estonia,EST,"Apr 29, 2020",9.8
Estonia,EST,"Apr 30, 2020",4.523
Estonia,EST,"May 1, 2020",17.338
Estonia,EST,"May 2, 2020",3.769
Estonia,EST,"May 3, 2020",3.769
Ethiopia,ETH,"Mar 14, 2020",0.009
Ethiopia,ETH,"Mar 16, 2020",0.026
Ethiopia,ETH,"Mar 17, 2020",0.009
Ethiopia,ETH,"Mar 19, 2020",0.009
Ethiopia,ETH,"Mar 20, 2020",0.009
Ethiopia,ETH,"Mar 21, 2020",0.017
Ethiopia,ETH,"Mar 23, 2020",0.017
Ethiopia,ETH,"Mar 26, 2020",0.009
Ethiopia,ETH,"Mar 28, 2020",0.035
Ethiopia,ETH,"Mar 31, 2020",0.061
Ethiopia,ETH,"Apr 1, 2020",0.017
Ethiopia,ETH,"Apr 2, 2020",0.035
Ethiopia,ETH,"Apr 4, 2020",0.052
Ethiopia,ETH,"Apr 5, 2020",0.026
Ethiopia,ETH,"Apr 6, 2020",0.043
Ethiopia,ETH,"Apr 7, 2020",0.009
Ethiopia,ETH,"Apr 8, 2020",0.07
Ethiopia,ETH,"Apr 9, 2020",0.026
Ethiopia,ETH,"Apr 10, 2020",0.009
Ethiopia,ETH,"Apr 11, 2020",0.078
Ethiopia,ETH,"Apr 12, 2020",0.035
Ethiopia,ETH,"Apr 13, 2020",0.017
Ethiopia,ETH,"Apr 14, 2020",0.026
Ethiopia,ETH,"Apr 15, 2020",0.07
Ethiopia,ETH,"Apr 16, 2020",0.026
Ethiopia,ETH,"Apr 17, 2020",0.061
Ethiopia,ETH,"Apr 18, 2020",0.035
Ethiopia,ETH,"Apr 19, 2020",0.078
Ethiopia,ETH,"Apr 20, 2020",0.026
Ethiopia,ETH,"Apr 21, 2020",0.026
Ethiopia,ETH,"Apr 22, 2020",0.026
Ethiopia,ETH,"Apr 23, 2020",0.017
Ethiopia,ETH,"Apr 25, 2020",0.009
Ethiopia,ETH,"Apr 26, 2020",0.043
Ethiopia,ETH,"Apr 27, 2020",0.009
Ethiopia,ETH,"Apr 28, 2020",0.009
Ethiopia,ETH,"Apr 29, 2020",0.017
Ethiopia,ETH,"Apr 30, 2020",0.035
Ethiopia,ETH,"May 1, 2020",0.009
Ethiopia,ETH,"May 2, 2020",0.017
Europe,,"Jan 25, 2020",0.004
Europe,,"Jan 28, 2020",0.001
Europe,,"Jan 29, 2020",0.005
Europe,,"Jan 30, 2020",0.003
Europe,,"Jan 31, 2020",0.009
Europe,,"Feb 1, 2020",0.008
Europe,,"Feb 2, 2020",0.001
Europe,,"Feb 3, 2020",0.001
Europe,,"Feb 4, 2020",0.004
Europe,,"Feb 7, 2020",0.003
Europe,,"Feb 8, 2020",0.008
Europe,,"Feb 9, 2020",0.001
Europe,,"Feb 10, 2020",0.001
Europe,,"Feb 11, 2020",0.005
Europe,,"Feb 12, 2020",0.003
Europe,,"Feb 13, 2020",0.001
Europe,,"Feb 17, 2020",0.001
Europe,,"Feb 22, 2020",0.019
Europe,,"Feb 23, 2020",0.083
Europe,,"Feb 24, 2020",0.076
Europe,,"Feb 25, 2020",0.131
Europe,,"Feb 26, 2020",0.14
Europe,,"Feb 27, 2020",0.131
Europe,,"Feb 28, 2020",0.453
Europe,,"Feb 29, 2020",0.403
Europe,,"Mar 1, 2020",0.54
Europe,,"Mar 2, 2020",0.908
Europe,,"Mar 3, 2020",0.666
Europe,,"Mar 4, 2020",0.883
Europe,,"Mar 5, 2020",1.233
Europe,,"Mar 6, 2020",1.854
Europe,,"Mar 7, 2020",2.478
Europe,,"Mar 8, 2020",2.61
Europe,,"Mar 9, 2020",3.347
Europe,,"Mar 10, 2020",4.509
Europe,,"Mar 11, 2020",3.593
Europe,,"Mar 12, 2020",6.507
Europe,,"Mar 13, 2020",8.618
Europe,,"Mar 14, 2020",9.153
Europe,,"Mar 15, 2020",11.572
Europe,,"Mar 16, 2020",12.697
Europe,,"Mar 17, 2020",12.585
Europe,,"Mar 18, 2020",13.943
Europe,,"Mar 19, 2020",16.58
Europe,,"Mar 20, 2020",28
Europe,,"Mar 21, 2020",25.94
Europe,,"Mar 22, 2020",29.918
Europe,,"Mar 23, 2020",26.251
Europe,,"Mar 24, 2020",31.446
Europe,,"Mar 25, 2020",31.415
Europe,,"Mar 26, 2020",38.658
Europe,,"Mar 27, 2020",46.077
Europe,,"Mar 28, 2020",46.801
Europe,,"Mar 29, 2020",46.034
Europe,,"Mar 30, 2020",39.793
Europe,,"Mar 31, 2020",38.673
Europe,,"Apr 1, 2020",49.814
Europe,,"Apr 2, 2020",48.367
Europe,,"Apr 3, 2020",46.388
Europe,,"Apr 4, 2020",50.725
Europe,,"Apr 5, 2020",46.203
Europe,,"Apr 6, 2020",40.6
Europe,,"Apr 7, 2020",36.206
Europe,,"Apr 8, 2020",38.562
Europe,,"Apr 9, 2020",45.037
Europe,,"Apr 10, 2020",47.38
Europe,,"Apr 11, 2020",45.533
Europe,,"Apr 12, 2020",45.909
Europe,,"Apr 13, 2020",36.713
Europe,,"Apr 14, 2020",33.269
Europe,,"Apr 15, 2020",44.647
Europe,,"Apr 16, 2020",39.957
Europe,,"Apr 17, 2020",41.024
Europe,,"Apr 18, 2020",39.418
Europe,,"Apr 19, 2020",33.096
Europe,,"Apr 20, 2020",36.003
Europe,,"Apr 21, 2020",34.624
Europe,,"Apr 22, 2020",35.386
Europe,,"Apr 23, 2020",36.725
Europe,,"Apr 24, 2020",35.116
Europe,,"Apr 25, 2020",38.196
Europe,,"Apr 26, 2020",33.539
Europe,,"Apr 27, 2020",30.548
Europe,,"Apr 28, 2020",26.994
Europe,,"Apr 29, 2020",29.415
Europe,,"Apr 30, 2020",28.517
Europe,,"May 1, 2020",31.584
Europe,,"May 2, 2020",33.964
Europe,,"May 3, 2020",30.954
Faeroe Islands,FRO,"Mar 20, 2020",1473.447
Faeroe Islands,FRO,"Mar 21, 2020",163.716
Faeroe Islands,FRO,"Mar 22, 2020",245.575
Faeroe Islands,FRO,"Mar 23, 2020",470.685
Faeroe Islands,FRO,"Mar 24, 2020",61.394
Faeroe Islands,FRO,"Mar 25, 2020",81.858
Faeroe Islands,FRO,"Mar 26, 2020",204.645
Faeroe Islands,FRO,"Mar 27, 2020",163.716
Faeroe Islands,FRO,"Mar 28, 2020",81.858
Faeroe Islands,FRO,"Mar 29, 2020",225.11
Faeroe Islands,FRO,"Mar 30, 2020",81.858
Faeroe Islands,FRO,"Mar 31, 2020",184.181
Faeroe Islands,FRO,"Apr 1, 2020",20.465
Faeroe Islands,FRO,"Apr 2, 2020",81.858
Faeroe Islands,FRO,"Apr 3, 2020",81.858
Faeroe Islands,FRO,"Apr 4, 2020",40.929
Faeroe Islands,FRO,"Apr 5, 2020",40.929
Faeroe Islands,FRO,"Apr 7, 2020",40.929
Faeroe Islands,FRO,"Apr 8, 2020",20.465
Faeroe Islands,FRO,"Apr 20, 2020",20.465
Faeroe Islands,FRO,"Apr 24, 2020",40.929
Falkland Islands,FLK,"Apr 4, 2020",287.109
Falkland Islands,FLK,"Apr 6, 2020",287.109
Falkland Islands,FLK,"Apr 8, 2020",861.326
Falkland Islands,FLK,"Apr 15, 2020",1722.653
Falkland Islands,FLK,"Apr 22, 2020",287.109
Falkland Islands,FLK,"Apr 26, 2020",287.109
Fiji,FJI,"Mar 20, 2020",1.116
Fiji,FJI,"Mar 22, 2020",1.116
Fiji,FJI,"Mar 23, 2020",1.116
Fiji,FJI,"Mar 24, 2020",1.116
Fiji,FJI,"Mar 25, 2020",1.116
Fiji,FJI,"Apr 2, 2020",2.231
Fiji,FJI,"Apr 4, 2020",5.578
Fiji,FJI,"Apr 6, 2020",2.231
Fiji,FJI,"Apr 8, 2020",1.116
Fiji,FJI,"Apr 11, 2020",1.116
Fiji,FJI,"Apr 17, 2020",1.116
Fiji,FJI,"Apr 21, 2020",1.116
Finland,FIN,"Jan 30, 2020",0.18
Finland,FIN,"Feb 27, 2020",0.18
Finland,FIN,"Feb 29, 2020",0.18
Finland,FIN,"Mar 2, 2020",0.541
Finland,FIN,"Mar 4, 2020",0.18
Finland,FIN,"Mar 6, 2020",0.902
Finland,FIN,"Mar 7, 2020",1.263
Finland,FIN,"Mar 9, 2020",1.985
Finland,FIN,"Mar 10, 2020",1.805
Finland,FIN,"Mar 12, 2020",3.429
Finland,FIN,"Mar 13, 2020",17.326
Finland,FIN,"Mar 14, 2020",5.053
Finland,FIN,"Mar 15, 2020",4.873
Finland,FIN,"Mar 16, 2020",10.287
Finland,FIN,"Mar 17, 2020",0.902
Finland,FIN,"Mar 18, 2020",8.483
Finland,FIN,"Mar 19, 2020",9.024
Finland,FIN,"Mar 20, 2020",5.595
Finland,FIN,"Mar 21, 2020",9.024
Finland,FIN,"Mar 22, 2020",12.814
Finland,FIN,"Mar 23, 2020",18.951
Finland,FIN,"Mar 24, 2020",13.356
Finland,FIN,"Mar 25, 2020",16.604
Finland,FIN,"Mar 26, 2020",15.882
Finland,FIN,"Mar 27, 2020",14.078
Finland,FIN,"Mar 28, 2020",12.092
Finland,FIN,"Mar 29, 2020",34.833
Finland,FIN,"Mar 31, 2020",17.146
Finland,FIN,"Apr 1, 2020",12.814
Finland,FIN,"Apr 2, 2020",11.19
Finland,FIN,"Apr 3, 2020",12.995
Finland,FIN,"Apr 4, 2020",17.507
Finland,FIN,"Apr 5, 2020",48.189
Finland,FIN,"Apr 6, 2020",8.122
Finland,FIN,"Apr 7, 2020",44.94
Finland,FIN,"Apr 8, 2020",23.824
Finland,FIN,"Apr 9, 2020",32.306
Finland,FIN,"Apr 10, 2020",21.297
Finland,FIN,"Apr 11, 2020",29.599
Finland,FIN,"Apr 12, 2020",24.546
Finland,FIN,"Apr 13, 2020",12.453
Finland,FIN,"Apr 14, 2020",16.243
Finland,FIN,"Apr 15, 2020",17.507
Finland,FIN,"Apr 16, 2020",13.717
Finland,FIN,"Apr 17, 2020",23.824
Finland,FIN,"Apr 18, 2020",21.658
Finland,FIN,"Apr 19, 2020",34.653
Finland,FIN,"Apr 20, 2020",18.409
Finland,FIN,"Apr 21, 2020",15.341
Finland,FIN,"Apr 22, 2020",26.35
Finland,FIN,"Apr 23, 2020",20.755
Finland,FIN,"Apr 24, 2020",27.975
Finland,FIN,"Apr 25, 2020",20.034
Finland,FIN,"Apr 26, 2020",14.439
Finland,FIN,"Apr 27, 2020",18.229
Finland,FIN,"Apr 28, 2020",21.477
Finland,FIN,"Apr 29, 2020",8.122
Finland,FIN,"Apr 30, 2020",29.96
Finland,FIN,"May 1, 2020",16.063
Finland,FIN,"May 2, 2020",10.107
Finland,FIN,"May 3, 2020",23.102
France,FRA,"Jan 25, 2020",0.046
France,FRA,"Jan 29, 2020",0.015
France,FRA,"Jan 30, 2020",0.015
France,FRA,"Jan 31, 2020",0.015
France,FRA,"Feb 8, 2020",0.077
France,FRA,"Feb 17, 2020",0.015
France,FRA,"Feb 26, 2020",0.031
France,FRA,"Feb 27, 2020",0.046
France,FRA,"Feb 28, 2020",0.322
France,FRA,"Feb 29, 2020",0.291
France,FRA,"Mar 1, 2020",0.659
France,FRA,"Mar 2, 2020",0.46
France,FRA,"Mar 3, 2020",0.735
France,FRA,"Mar 4, 2020",0.521
France,FRA,"Mar 5, 2020",1.118
France,FRA,"Mar 6, 2020",2.114
France,FRA,"Mar 7, 2020",2.911
France,FRA,"Mar 8, 2020",1.578
France,FRA,"Mar 9, 2020",6.281
France,FRA,"Mar 10, 2020",4.382
France,FRA,"Mar 11, 2020",5.699
France,FRA,"Mar 12, 2020",7.614
France,FRA,"Mar 13, 2020",9.115
France,FRA,"Mar 14, 2020",12.026
France,FRA,"Mar 15, 2020",12.838
France,FRA,"Mar 16, 2020",14.156
France,FRA,"Mar 17, 2020",18.537
France,FRA,"Mar 18, 2020",16.806
France,FRA,"Mar 19, 2020",21.509
France,FRA,"Mar 20, 2020",28.511
France,FRA,"Mar 21, 2020",24.773
France,FRA,"Mar 22, 2020",28.296
France,FRA,"Mar 23, 2020",23.884
France,FRA,"Mar 24, 2020",58.799
France,FRA,"Mar 25, 2020",37.473
France,FRA,"Mar 26, 2020",44.903
France,FRA,"Mar 27, 2020",60.086
France,FRA,"Mar 28, 2020",58.354
France,FRA,"Mar 29, 2020",70.641
France,FRA,"Mar 30, 2020",39.817
France,FRA,"Mar 31, 2020",67.041
France,FRA,"Apr 1, 2020",116.096
France,FRA,"Apr 2, 2020",74.471
France,FRA,"Apr 3, 2020",32.417
France,FRA,"Apr 4, 2020",80.17
France,FRA,"Apr 5, 2020",65.371
France,FRA,"Apr 6, 2020",28.695
France,FRA,"Apr 7, 2020",59.932
France,FRA,"Apr 8, 2020",57.864
France,FRA,"Apr 9, 2020",59.458
France,FRA,"Apr 10, 2020",65.662
France,FRA,"Apr 11, 2020",66.52
France,FRA,"Apr 12, 2020",47.707
France,FRA,"Apr 13, 2020",24.711
France,FRA,"Apr 14, 2020",40.951
France,FRA,"Apr 15, 2020",84.215
France,FRA,"Apr 16, 2020",40.338
France,FRA,"Apr 17, 2020",40.461
France,FRA,"Apr 18, 2020",6.205
France,FRA,"Apr 19, 2020",39.357
France,FRA,"Apr 20, 2020",12.026
France,FRA,"Apr 21, 2020",31.422
France,FRA,"Apr 22, 2020",40.859
France,FRA,"Apr 23, 2020",27.99
France,FRA,"Apr 24, 2020",25.324
France,FRA,"Apr 25, 2020",27.163
France,FRA,"Apr 26, 2020",23.547
France,FRA,"Apr 27, 2020",7.063
France,FRA,"Apr 28, 2020",18.308
France,FRA,"Apr 29, 2020",16.316
France,FRA,"Apr 30, 2020",24.619
France,FRA,"May 1, 2020",17.45
France,FRA,"May 2, 2020",9.253
France,FRA,"May 3, 2020",12.164
French Polynesia,PYF,"Mar 19, 2020",10.68
French Polynesia,PYF,"Mar 21, 2020",42.719
French Polynesia,PYF,"Mar 22, 2020",7.12
French Polynesia,PYF,"Mar 23, 2020",3.56
French Polynesia,PYF,"Mar 24, 2020",17.8
French Polynesia,PYF,"Mar 25, 2020",7.12
French Polynesia,PYF,"Mar 27, 2020",17.8
French Polynesia,PYF,"Mar 29, 2020",14.24
French Polynesia,PYF,"Mar 30, 2020",3.56
French Polynesia,PYF,"Mar 31, 2020",3.56
French Polynesia,PYF,"Apr 1, 2020",3.56
French Polynesia,PYF,"Apr 4, 2020",7.12
French Polynesia,PYF,"Apr 5, 2020",3.56
French Polynesia,PYF,"Apr 6, 2020",3.56
French Polynesia,PYF,"Apr 8, 2020",21.36
French Polynesia,PYF,"Apr 9, 2020",14.24
French Polynesia,PYF,"Apr 13, 2020",7.12
French Polynesia,PYF,"Apr 14, 2020",7.12
French Polynesia,PYF,"Apr 21, 2020",3.56
French Polynesia,PYF,"Apr 22, 2020",3.56
French Polynesia,PYF,"Apr 28, 2020",3.56
Gabon,GAB,"Mar 13, 2020",0.449
Gabon,GAB,"Mar 19, 2020",0.899
Gabon,GAB,"Mar 23, 2020",1.348
Gabon,GAB,"Mar 27, 2020",0.449
Gabon,GAB,"Apr 1, 2020",4.044
Gabon,GAB,"Apr 2, 2020",0.899
Gabon,GAB,"Apr 4, 2020",1.348
Gabon,GAB,"Apr 8, 2020",4.044
Gabon,GAB,"Apr 9, 2020",1.348
Gabon,GAB,"Apr 10, 2020",4.942
Gabon,GAB,"Apr 11, 2020",0.899
Gabon,GAB,"Apr 12, 2020",1.348
Gabon,GAB,"Apr 13, 2020",3.594
Gabon,GAB,"Apr 15, 2020",8.087
Gabon,GAB,"Apr 16, 2020",5.391
Gabon,GAB,"Apr 17, 2020",3.594
Gabon,GAB,"Apr 18, 2020",5.841
Gabon,GAB,"Apr 19, 2020",0.449
Gabon,GAB,"Apr 21, 2020",4.942
Gabon,GAB,"Apr 22, 2020",16.174
Gabon,GAB,"Apr 23, 2020",4.493
Gabon,GAB,"Apr 24, 2020",0.449
Gabon,GAB,"Apr 25, 2020",2.246
Gabon,GAB,"Apr 26, 2020",1.797
